"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Shean, R.; Shah, T.; Pandiarajan, A.; Tang, A.; Bolo, K.; Nguyen, V.; Xu, B.","Shean, Ryan S. (58929285000); Shah, Tathya (59978617500); Pandiarajan, Aditya (59981271600); Tang, Alan (59979181500); Bolo, Kyle A. (57205189569); Nguyen, Van D. (58065846400); Xu, Benjamin Y. (57192073017)","58929285000; 59978617500; 59981271600; 59979181500; 57205189569; 58065846400; 57192073017","A comparative analysis of DeepSeek R1, DeepSeek-R1-Lite, OpenAi o1 Pro, and Grok 3 performance on ophthalmology board-style questions","2025","Scientific Reports","15","1","23101","","","7","10.1038/s41598-025-08601-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010147769&doi=10.1038%2Fs41598-025-08601-2&partnerID=40&md5=c39a087a1d4d30f474e315398295e328","Keck School of Medicine of USC, Los Angeles, CA, United States; Information Sciences Institute, Marina del Rey, CA, United States; Keck School of Medicine of USC, Los Angeles, CA, United States; Keck School of Medicine of USC, Los Angeles, CA, United States","Shean, Ryan S., Keck School of Medicine of USC, Los Angeles, CA, United States; Shah, Tathya, Keck School of Medicine of USC, Los Angeles, CA, United States; Pandiarajan, Aditya, Information Sciences Institute, Marina del Rey, CA, United States; Tang, Alan, Keck School of Medicine of USC, Los Angeles, CA, United States; Bolo, Kyle A., Keck School of Medicine of USC, Los Angeles, CA, United States; Nguyen, Van D., Keck School of Medicine of USC, Los Angeles, CA, United States; Xu, Benjamin Y., Keck School of Medicine of USC, Los Angeles, CA, United States, Keck School of Medicine of USC, Los Angeles, CA, United States","Artificial intelligence; Large Language models; Medical education; Ophthalmology","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105010147769"
"Bai, Y.; Wang, S.","Bai, Yun (59980999400); Wang, Shaofeng (57237559800)","59980999400; 57237559800","Impact of generative AI interaction and output quality on university students’ learning outcomes: a technology-mediated and motivation-driven approach","2025","Scientific Reports","15","1","24054","","","15","10.1038/s41598-025-08697-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010142563&doi=10.1038%2Fs41598-025-08697-6&partnerID=40&md5=332eddb67816b3feaf077a3dc88a83e4","Engineering Training Center, Taiyuan Institute of Technology, Taiyuan, Shanxi, China; International Business School, Fuzhou University of Foreign Studies and Trade, Fuzhou, Fujian, China","Bai, Yun, Engineering Training Center, Taiyuan Institute of Technology, Taiyuan, Shanxi, China; Wang, Shaofeng, International Business School, Fuzhou University of Foreign Studies and Trade, Fuzhou, Fujian, China","Creative thinking; Generative AI; Higher education; Learning outcomes; Motivation; Technology-mediated learning","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105010142563"
"Mastour, H.; Dehghani, T.; Moradi, E.; Eslami, S.","Mastour, Haniye (57785315900); Dehghani, Toktam (55880029400); Moradi, Ehsan (58254334200); Eslami, Saeid (14519038000)","57785315900; 55880029400; 58254334200; 14519038000","Explainable artificial intelligence for predicting medical students’ performance in comprehensive assessments","2025","Scientific Reports","15","1","23752","","","1","10.1038/s41598-025-07460-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010111934&doi=10.1038%2Fs41598-025-07460-1&partnerID=40&md5=4b087cbfb700785ca2b94141ec68dd50","Department of Medical Education, Mashhad University of Medical Sciences, School of Medicine, Mashhad, Razavi Khorasan, Iran; School of Medical Education and Learning Technologies, Shahid Beheshti University of Medical Sciences, Tehran, Tehran, Iran; Department of Medical Informatics, Mashhad University of Medical Sciences, School of Medicine, Mashhad, Razavi Khorasan, Iran; Mashhad University of Medical Sciences, Mashhad, Razavi Khorasan, Iran; Pharmaceutical Technology Institute, Pharmaceutical Research Center, Mashhad, Razavi Khorasan, Iran; Department of Medical Informatics, Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","Mastour, Haniye, Department of Medical Education, Mashhad University of Medical Sciences, School of Medicine, Mashhad, Razavi Khorasan, Iran, School of Medical Education and Learning Technologies, Shahid Beheshti University of Medical Sciences, Tehran, Tehran, Iran; Dehghani, Toktam, Department of Medical Informatics, Mashhad University of Medical Sciences, School of Medicine, Mashhad, Razavi Khorasan, Iran; Moradi, Ehsan, Mashhad University of Medical Sciences, Mashhad, Razavi Khorasan, Iran; Eslami, Saeid, Department of Medical Informatics, Mashhad University of Medical Sciences, School of Medicine, Mashhad, Razavi Khorasan, Iran, Pharmaceutical Technology Institute, Pharmaceutical Research Center, Mashhad, Razavi Khorasan, Iran, Department of Medical Informatics, Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","Artificial intelligence; Artificial intelligence in education; Comprehensive medical assessments; Explainable AI; Machine learning; Medical licensing exams","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105010111934"
"Xie, Y.; Wang, S.","Xie, Yingying (59980841900); Wang, Shaofeng (57237559800)","59980841900; 57237559800","Generative artificial intelligence in entrepreneurship education enhances entrepreneurial intention through self-efficacy and university support","2025","Scientific Reports","15","1","24079","","","6","10.1038/s41598-025-09545-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010078111&doi=10.1038%2Fs41598-025-09545-3&partnerID=40&md5=6a0c33132f53421f941ae0a97c36c816","School of Innovation and Entrepreneurship, Zhejiang Wanli University, Ningbo, China; International Business School, Fuzhou University of Foreign Studies and Trade, Fuzhou, Fujian, China","Xie, Yingying, School of Innovation and Entrepreneurship, Zhejiang Wanli University, Ningbo, China; Wang, Shaofeng, International Business School, Fuzhou University of Foreign Studies and Trade, Fuzhou, Fujian, China","Entrepreneurial intention; Entrepreneurial self-efficacy; Entrepreneurship education; Generative artificial intelligence; University entrepreneurial environment","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105010078111"
"Qu, X.; Jia, Z.","Qu, Xiaodan (59276613900); Jia, Zhuyin (57194795889)","59276613900; 57194795889","Multi-strategy enhanced artificial rabbits optimization for prediction of grades in tourism service communication courses","2025","Scientific Reports","15","1","23854","","","0","10.1038/s41598-024-84931-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010058560&doi=10.1038%2Fs41598-024-84931-x&partnerID=40&md5=f76889322bbf552703e3568f0f875a45","Zhejiang Industry & Trade Vocational College, Wenzhou, China; Wenzhou Central Hospital Medical Group, Wenzhou, Zhejiang, China; Wenzhou Central Hospital Medical Group, Wenzhou, Zhejiang, China","Qu, Xiaodan, Zhejiang Industry & Trade Vocational College, Wenzhou, China; Jia, Zhuyin, Wenzhou Central Hospital Medical Group, Wenzhou, Zhejiang, China, Wenzhou Central Hospital Medical Group, Wenzhou, Zhejiang, China","Artificial rabbits optimization; Intelligent education; Kernel extreme learning machine; Reinforced exploitation strategy; Stochastic centroid dynamic opposition-based learning","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105010058560"
"Ługowski, F.; Babińska, J.; Ludwin, A.; Stanirowski, P.J.","Ługowski, Franciszek (58978848000); Babińska, Julia (58978587700); Ludwin, Artur (6506436073); Stanirowski, Paweł Jan (36613759900)","58978848000; 58978587700; 6506436073; 36613759900","Comparative analysis of ChatGPT 3.5 and ChatGPT 4 obstetric and gynecological knowledge","2025","Scientific Reports","15","1","21133","","","1","10.1038/s41598-025-08424-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009727461&doi=10.1038%2Fs41598-025-08424-1&partnerID=40&md5=4ea0bb5631eae769bc2ccb71ffbb1c48","Department of Obstetrics and Gynecology, Medical University of Warsaw, Warsaw, MA, Poland","Ługowski, Franciszek, Department of Obstetrics and Gynecology, Medical University of Warsaw, Warsaw, MA, Poland; Babińska, Julia, Department of Obstetrics and Gynecology, Medical University of Warsaw, Warsaw, MA, Poland; Ludwin, Artur, Department of Obstetrics and Gynecology, Medical University of Warsaw, Warsaw, MA, Poland; Stanirowski, Paweł Jan, Department of Obstetrics and Gynecology, Medical University of Warsaw, Warsaw, MA, Poland","Artificial intelligence; ChatGPT; Gynecology; Large Language model; Obstetrics","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105009727461"
"Fan, G.; Wang, Y.; Wang, T.; Yang, D.","Fan, Guanxi (59516989100); Wang, Yu (59972717200); Wang, Tongling (58750155000); Yang, Dapeng (57219473085)","59516989100; 59972717200; 58750155000; 57219473085","Construction of intelligent gymnastics teaching model based on neural network and artificial intelligence","2025","Scientific Reports","15","1","22105","","","3","10.1038/s41598-025-06839-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009632498&doi=10.1038%2Fs41598-025-06839-4&partnerID=40&md5=dbc1e904d30655a5c63f6cd90d102f30","Department of Basic Courses, Guangzhou Institute of Science and Technology, Guangzhou, Guangdong, China; Chinese Dragon and Lion Dance Sports Association, Beijing, Beijing, China; Institute of Physical Education, Huzhou University, Huzhou, Zhejiang, China; Department of Physical Education, Huainan Normal University, Huainan, Anhui, China","Fan, Guanxi, Department of Basic Courses, Guangzhou Institute of Science and Technology, Guangzhou, Guangdong, China; Wang, Yu, Chinese Dragon and Lion Dance Sports Association, Beijing, Beijing, China; Wang, Tongling, Institute of Physical Education, Huzhou University, Huzhou, Zhejiang, China; Yang, Dapeng, Department of Physical Education, Huainan Normal University, Huainan, Anhui, China","Artificial intelligence; Artificial neural network; Gymnastics intelligent teaching model; Gymnastics movement recognition; HMM model","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105009632498"
"Lima, H.A.; Trocoli-Couto, P.H.F.S.; Moazzam, Z.; Rocha, L.C.D.; Pagano, A.; Martins, F.F.; Brabo, L.T.; Silveira Nogueira Reis, Z.S.N.; Keder, L.; Begum, A.; Mamede, M.H.; Pawlik, T.M.; Resende, V.","Lima, Henrique Araújo (57861604200); Trocoli-Couto, Pedro H.F.S. (59971482000); Moazzam, Zorays (57194478838); Rocha, Leonardo Chaves Dutra Da (8202419000); Pagano, Adriana P. (14833090400); Martins, Felipe F. (59971121600); Brabo, Lucas T. (59971048000); Silveira Nogueira Reis, Zilma Silveira Nogueira (23029078900); Keder, Lisa M. (6507743602); Begum, Aliya (59970975200); Mamede, M. Henrique (6603782086); Pawlik, Timothy M. (7006249269); Resende, Vivian (6603012191)","57861604200; 59971482000; 57194478838; 8202419000; 14833090400; 59971121600; 59971048000; 23029078900; 6507743602; 59970975200; 6603782086; 7006249269; 6603012191","Quality assessment of large language models’ output in maternal health","2025","Scientific Reports","15","1","22474","","","2","10.1038/s41598-025-03501-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009552888&doi=10.1038%2Fs41598-025-03501-x&partnerID=40&md5=8e226a5f8dd23bdf52ce146f71d3c331","Department of Surgery, The Ohio State University Wexner Medical Center, Columbus, OH, United States; Department of Obstetrics and Gynecology, The Ohio State University Wexner Medical Center, Columbus, OH, United States; Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Universidade Federal de Sao Joao del-Rei, Sao Joao del Rei, MG, Brazil; Asenion, Belo Horizonte, Brazil; Henry Ford Hospital, Detroit, MI, United States; Department of Obstetrics and Gynecology, The Aga Khan University, Karachi, Sindh, Pakistan","Lima, Henrique Araújo, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Trocoli-Couto, Pedro H.F.S., Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Moazzam, Zorays, Henry Ford Hospital, Detroit, MI, United States; Rocha, Leonardo Chaves Dutra Da, Universidade Federal de Sao Joao del-Rei, Sao Joao del Rei, MG, Brazil; Pagano, Adriana P., Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Martins, Felipe F., Asenion, Belo Horizonte, Brazil; Brabo, Lucas T., Asenion, Belo Horizonte, Brazil; Silveira Nogueira Reis, Zilma Silveira Nogueira, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Keder, Lisa M., Department of Obstetrics and Gynecology, The Ohio State University Wexner Medical Center, Columbus, OH, United States; Begum, Aliya, Department of Obstetrics and Gynecology, The Aga Khan University, Karachi, Sindh, Pakistan; Mamede, M. Henrique, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Pawlik, Timothy M., Department of Surgery, The Ohio State University Wexner Medical Center, Columbus, OH, United States; Resende, Vivian, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil","Evaluation; Large language models; Low- and Middle-Income countries; Maternal health education","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105009552888"
"Ogundare, O.; Owadokun, T.; Ogundare, T.; Ekpo, P.; Nguyen, H.L.; Bello, S.","Ogundare, Oluwatosin (57224448203); Owadokun, Tolu (59904774000); Ogundare, Temitope (57830336100); Ekpo, Promise (59904225700); Nguyen, Ha Linh (59904088000); Bello, Stephen (59904361900)","57224448203; 59904774000; 57830336100; 59904225700; 59904088000; 59904361900","Integrated artificial intelligence in healthcare and the patient’s experience of care","2025","Scientific Reports","15","1","21879","","","1","10.1038/s41598-025-07581-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009548022&doi=10.1038%2Fs41598-025-07581-7&partnerID=40&md5=241e24948b8a55509e123eed5caa41ed","Department of Information and Decision Sciences, California State University, San Bernardino, San Bernardino, CA, United States; Boston University Chobanian & Avedisian School of Medicine, Boston, MA, United States; Cornell Ann S. Bowers College of Computing and Information Science, Ithaca, NY, United States; SAINTPHAREUX Research Group, Houston, TX, United States; National Economics University, Hanoi, Viet Nam","Ogundare, Oluwatosin, Department of Information and Decision Sciences, California State University, San Bernardino, San Bernardino, CA, United States, SAINTPHAREUX Research Group, Houston, TX, United States; Owadokun, Tolu, SAINTPHAREUX Research Group, Houston, TX, United States; Ogundare, Temitope, Boston University Chobanian & Avedisian School of Medicine, Boston, MA, United States; Ekpo, Promise, Cornell Ann S. Bowers College of Computing and Information Science, Ithaca, NY, United States; Nguyen, Ha Linh, National Economics University, Hanoi, Viet Nam; Bello, Stephen, SAINTPHAREUX Research Group, Houston, TX, United States","AI and patient care; AI in public health; Deep learning in healthcare","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105009548022"
"Kang, W.","Kang, Wentao (59325596800)","59325596800","A merged fuzzy system and neural network for improving management method and strategy in scientific research and education","2025","Scientific Reports","15","1","21491","","","1","10.1038/s41598-025-07564-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009545291&doi=10.1038%2Fs41598-025-07564-8&partnerID=40&md5=d4ccc8ba73176a1cd6354c43e0c99a3a","Beijing Institute of Graphic Communication, Beijing, China","Kang, Wentao, Beijing Institute of Graphic Communication, Beijing, China","Activation function; Classification learn; Fuzzy systems; Neural network; Principal components analysis","Nature Research","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105009545291"
